yyyymm,g_t,y_true,y_hat
201002,"[ 1.12987947e-03 -1.88209344e-04  1.85392200e-04  4.98757066e-05
  1.73186660e-05]",0.4483835130542077,0.40472903486565276
201003,"[-6.58962040e-04  8.07422603e-04 -7.78679299e-05  2.07080629e-04
  4.79564099e-05]",-3.8637303048010576,-0.12273033053267117
201004,"[ 8.78411065e-04 -3.67991109e-05  7.14022419e-04  8.45246078e-05
 -2.77165588e-04]",0.5597682354467772,0.3537692686146052
201005,"[-7.91788134e-04 -4.02852386e-04 -5.36533119e-06  7.06300182e-04
  1.19405869e-04]",1.6371231102919874,-0.027262239753862237
201006,"[7.70403123e-04 5.17157874e-04 3.23259802e-04 9.27911127e-06
 5.94698563e-04]",2.2126121625774466,0.16582103643003226
201007,"[ 8.08524698e-04 -6.07629553e-04  4.23035461e-04 -3.31153804e-04
 -5.03501980e-05]",0.995386967733964,0.41627970868416586
201008,[ 0.00075852  0.00043929  0.00065619 -0.00040421 -0.00023442],2.4795238539259925,0.28747010185327704
201009,[-0.00014679  0.00081104  0.00054214  0.00053499  0.00034525],-0.5127496103862702,-0.0754496421510846
201010,[ 0.00111876  0.00038166 -0.0006411   0.00047584 -0.00031235],1.6274730207729098,0.3546271500258801
201011,[-0.00071156 -0.00081684 -0.00038443  0.00067391  0.00056935],-0.03021566445847823,0.0010322998611334909
201012,[ 0.00029162 -0.00077887 -0.00068493  0.00033313 -0.00064621],-1.6040113628945183,0.37800666817828005
201101,[ 0.00099084  0.00016606 -0.0004625  -0.0006591   0.00035248],2.867481856150043,0.33849049152560895
201102,[ 0.0011034  -0.00035673  0.00033502  0.00035942  0.00048788],1.9693479989968843,0.34713577485342506
201103,[-0.00051994  0.00116834  0.00015522 -0.00039536 -0.00031545],2.4413991447703305,-0.06896633962742982
201104,[ 0.00042978 -0.00036964  0.00115582  0.00013887 -0.00040166],1.9457378384023287,0.30533654900799334
201105,[ 0.00036858 -0.00029101 -0.00045741 -0.00111899 -0.00012459],1.6392735865853316,0.34580103880155943
201106,[ 0.0002378  -0.00042909  0.000283   -0.00042581 -0.00110697],-4.214658235879643,0.3994575492435939
201107,[ 0.00055623  0.00047933  0.00030432 -0.00029946 -0.00029029],5.616894140469905,0.24487422565683753
201108,[ 0.00040036  0.00036894 -0.00044446  0.00034753 -0.00033939],0.3170646831732298,0.20803198846487686
201109,[0.00020245 0.00044055 0.00032176 0.00044699 0.00037414],9.96920608442854,0.05461646696835066
201110,"[6.29092926e-04 7.58348727e-05 2.27708768e-04 3.14574297e-04
 5.27955261e-04]",2.0510499388406354,0.18650898860125062
201111,[ 0.00046294  0.00048887 -0.00012532 -0.0002355   0.00029653],0.9856333226038614,0.1587509990983406
201112,[ 0.00050324 -0.00032049  0.00038318 -0.00015803  0.00020966],-4.296435746705808,0.272813522291372
201201,[-0.00063607 -0.00029197  0.00010092  0.00035434  0.00011383],-0.7086696069130909,0.010047349553117896
201202,"[ 8.13863076e-04 -1.18509119e-04  3.34767463e-04  6.02765089e-05
  1.40164295e-04]",-1.0917242712797977,0.3097956750307183
201203,"[-3.40554355e-04 -7.67734409e-04 -2.60034390e-05 -3.76689287e-04
  9.11017329e-06]",0.14578523606092753,0.19221487406482077
201204,"[-8.32740786e-04  1.39325573e-04 -5.39670355e-04 -7.87285426e-05
 -3.14161398e-04]",-0.6313382995621633,-0.005650037320757462
201205,[-0.00052727 -0.00069806 -0.00017828 -0.00061493  0.00018917],1.1715560697591334,0.13735695571870382
201206,[-0.00054269  0.0002233   0.00059199 -0.00020912 -0.00055363],0.8370989245963031,0.062288904963592996
201207,"[ 1.36547616e-03  6.26169468e-05  1.30460740e-04 -5.73315858e-04
 -1.53829463e-04]",1.2916330013899615,0.4776012621105035
201208,"[ 1.02425725e-03  8.33952609e-04 -9.45631606e-05  1.17133241e-04
  6.15420112e-04]",-0.6104138955313719,0.1769479775372525
201209,[-0.00076708  0.00053675  0.00090483  0.00010947  0.00012574],0.7799990484644107,-0.12982167725470115
201210,[-0.00068053 -0.00044462  0.00061118  0.00086183 -0.00016671],2.2867407394450217,0.016827790580849548
201211,[-0.00133993 -0.00049854  0.00030778 -0.00034691 -0.00051563],1.0967861618658934,-0.005904014580402169
201212,[-0.00074141  0.00098795  0.00051663 -0.00027066 -0.00032997],-2.523820707562982,-0.10397915100492373
201301,[0.00072011 0.00060515 0.00079271 0.00050821 0.00021565],1.6564265984610964,0.15184955357060548
201302,[-0.00064879  0.00032995  0.00049678  0.00089596 -0.00042107],1.072374472998189,-0.05004247371437228
201303,[ 0.00037339 -0.00049001  0.0002969   0.00050986 -0.00091856],1.0437165841609493,0.3628382380174072
201304,[-0.00101349 -0.00023783  0.00018706 -0.00041043  0.00050029],-0.3228094536193029,-0.08266415137401577
201305,[ 0.00105375 -0.00013667  0.00015541 -0.0001403   0.00032212],-0.2386589504093142,0.3570177605441605
201306,"[ 9.43864117e-04  4.60838121e-04 -7.65660815e-05  1.32548792e-04
  9.43051769e-05]",-0.3458178219082424,0.2687413345518934
201307,"[ 7.55062299e-04 -5.85094979e-04 -4.75550352e-04 -9.83020696e-05
 -2.11178319e-04]",-1.584376711609981,0.4222902560884336
201308,[-0.00052721 -0.00051412  0.00059415 -0.00051532 -0.00014643],0.1392112135721416,0.13359854199228768
201309,[-0.00067391 -0.00010982 -0.00038951  0.00059587  0.00047011],1.754745025397088,-0.06915793110333411
201310,"[-8.56655735e-04 -3.71420497e-04 -7.33617978e-05  3.96235357e-04
 -4.99865772e-04]",-0.4424718076179692,0.0448310119302487
201311,"[-6.40498163e-04  5.73140156e-04 -4.11273122e-04  3.77516555e-05
 -3.70453117e-04]",-0.406077127867405,-0.02397344197230371
201312,"[ 5.27132284e-04 -4.35448783e-04 -4.68826199e-04 -3.79727852e-04
  7.42519018e-06]",-11.193546632141114,0.3431558023899192
201401,[-0.00051911 -0.00030504  0.00035104  0.00045678 -0.00033656],0.7548920778504247,0.07962234168233996
201402,"[-8.78533125e-04  6.77761968e-05 -4.42982033e-04  9.35596123e-05
  3.02555121e-04]",-0.05880596773426,-0.088847290836323
201403,[ 0.00024651 -0.00087016  0.00015613  0.0005038   0.00010442],1.9571107056167871,0.2698497444833022
201404,"[ 9.03825792e-04 -3.13520368e-06  5.53213506e-04 -1.22931171e-04
 -4.21892196e-04]",3.60434621963779,0.38575962865484925
201405,"[ 6.34365393e-04 -5.94540237e-04 -7.26729128e-05 -5.77054863e-04
 -6.63129452e-05]",0.4282989232139415,0.4005502546171161
201406,"[ 2.92028573e-04  4.79958629e-04  6.29144024e-04 -2.13754876e-05
 -5.73540401e-04]",-0.07821602172535458,0.19980974349752176
201407,"[ 5.49755926e-04  1.53042911e-04 -4.15151859e-04  6.38657973e-04
 -2.18385696e-05]",1.6356061320167001,0.21556992543172723
201408,"[-7.29097527e-04  3.07419383e-05 -1.90928507e-04  4.44965635e-04
  5.67348591e-04]",0.47717250268449585,-0.10603408046313201
201409,"[-1.66447473e-04  6.78208148e-04  6.07579068e-05 -2.20412494e-04
  4.71378611e-04]",2.5781798843173434,-0.026793774881891174
201410,"[ 6.77935050e-04 -5.69447281e-05 -6.38048298e-04  1.19646923e-04
 -1.08634855e-04]",1.5584276584652996,0.3138488092024759
201411,"[ 8.16899853e-04  2.34983248e-04 -1.59816075e-04  5.54812986e-04
 -7.20731975e-05]",1.4223935832822994,0.2686849402322724
201412,"[ 8.28195812e-04  2.91594525e-04 -4.77402366e-05  2.30431642e-04
  4.93939619e-04]",-5.731747687820404,0.21394430330671962
201501,"[-7.80491917e-04 -3.42996388e-04  5.18318351e-04  8.11493119e-05
 -1.63123353e-04]",0.9084296047888039,0.02610566321259306
201502,"[-7.46849796e-04 -3.28677759e-04  4.72997150e-04 -4.28509650e-04
 -4.83290531e-05]",1.262034144357335,0.047158561766165986
201503,[ 0.00077154  0.00034072 -0.00022    -0.00044929  0.00041254],-0.9800626171745779,0.24516702090741332
201504,"[ 1.21951218e-03  6.26957427e-05 -1.39720962e-04  2.09509841e-04
 -3.11907626e-04]",2.4294280103476495,0.42541300970480567
201505,"[ 1.31933482e-03 -4.06866249e-04 -1.52915232e-04  5.92386099e-05
  5.50167755e-05]",0.23246673567031878,0.47551846869248815
201506,[0.00122231 0.00054125 0.00026679 0.00013664 0.00012368],3.1748280138537273,0.30891975237154223
201507,[ 0.00108644 -0.00095843  0.00062745 -0.0003155   0.00014083],-3.0915169149355997,0.4966864203857304
201508,[-0.00088896  0.00064511  0.00099751  0.00054934  0.0003214 ],0.3428088780377465,-0.2193041085271178
201509,[-0.00082425  0.00054462 -0.00052701 -0.00099535 -0.00049074],2.22013228759894,0.013324768894191453
201510,[ 0.00085509  0.00062798 -0.00048222 -0.00056347 -0.00084086],1.283489178609427,0.3812686874330864
201511,[-0.00086205  0.00034935 -0.00071866  0.00038854  0.00044759],0.6085308510509259,-0.15151734024324603
201512,[-0.00095566  0.00021804 -0.00014891 -0.00078274  0.00035322],0.9322595153261143,-0.08766158344321033
201601,[ 0.00122632  0.00058028 -0.00019836 -0.00027347  0.00068431],0.4761730427509786,0.2698403801538882
201602,[-0.00082093  0.00090536  0.00061073  0.00013867  0.00024641],1.345005242218419,-0.20142301419839836
201603,"[ 1.10650549e-03  4.99916759e-04 -4.97790684e-04  4.93669154e-04
 -5.63413123e-05]",-2.4701055547983186,0.30310066486937903
201604,[-0.0010464  -0.00062011 -0.00050507 -0.00041993  0.00033561],2.384810314547633,-0.007732454355002914
201605,[0.0009171  0.00051464 0.00064498 0.00051784 0.00038774],-0.40004992604387535,0.18840278441214492
201606,[ 0.00040855 -0.00062473 -0.00063104 -0.00061791 -0.00051321],-0.4628644271486876,0.41916504539409866
201607,"[8.62551717e-04 7.21741385e-06 4.51468259e-04 7.15678297e-04
 4.82424934e-04]",-0.4394876772331899,0.22547761776666184
201608,"[ 1.06917156e-03  1.13175072e-04 -6.91374387e-05  2.12794741e-04
 -5.88281652e-04]",-0.8884514237081034,0.4169573682807258
201609,"[-8.75635787e-04 -4.37429507e-04  7.33600622e-05 -4.69894823e-05
 -1.31102650e-04]",2.5327147231757117,0.02884824168784407
201610,"[ 7.83862225e-04 -4.82699980e-04  6.13467938e-04  7.59785949e-05
 -3.02809394e-06]",1.173443740268827,0.3630555158333087
201611,"[-6.07482298e-04 -5.38912893e-04  5.66724839e-04 -4.83921989e-04
 -9.23774459e-06]",0.44688307987513903,0.1023117974736878
201612,[ 0.00013049  0.00057195 -0.00039304  0.00045305  0.00046205],-1.0312171338547564,0.022755320720798534
201701,[ 0.00026349  0.00010273 -0.00049688 -0.00036909  0.00032551],1.841363891162438,0.17728960025361118
201702,"[ 4.65611727e-05 -2.74241025e-04  5.63765404e-05  5.02571139e-04
 -4.01455539e-04]",-0.22872685324393027,0.2076679654240903
201703,"[-2.50889016e-04 -4.56888047e-05 -3.22421594e-04  1.16965986e-05
  5.44144329e-04]",2.0234506148015132,0.03645458916394376
201704,"[ 6.34291214e-04 -4.46783762e-04 -4.90742027e-05 -4.31578180e-04
  1.44486691e-04]",2.4423073128040627,0.3478662579104565
201705,"[5.01511817e-04 3.31388968e-04 4.16756582e-04 1.98120659e-05
 4.38929496e-04]",-0.9515845372868419,0.1484405516015799
201706,"[ 6.24530259e-04  3.85162560e-04 -4.66633338e-05  4.41654829e-04
 -6.64679554e-05]",1.854965666448412,0.2108332570383265
201707,"[-4.64509640e-04  5.21083180e-04  3.91156177e-04 -6.58236023e-05
 -5.10552313e-04]",1.0322156233956794,0.029830128658400037
201708,"[-3.68460583e-04 -2.14944936e-04  5.31189264e-04  3.81864796e-04
  8.09823583e-05]",-1.6083880145537315,0.052835398121535045
201709,[ 0.00084677  0.00027026 -0.00015937 -0.00041363 -0.00039082],1.5687411776048719,0.36122777140611734
201710,"[ 8.08911429e-04  6.14877404e-04 -3.15506155e-04  9.54472770e-05
  3.83087557e-04]",0.18526515071388772,0.19145272390526188
201711,[ 0.00056898 -0.00057684 -0.00061081 -0.00028613 -0.00018797],-0.11631673130220041,0.3909126626599706
201712,[-0.00028547 -0.00040682 -0.00044443  0.00059775  0.00028766],1.7650860472879164,0.07643126185895129
201801,[-0.00037258  0.00022267 -0.00033795 -0.00044205 -0.00054336],0.6028195296548866,0.12620340634357652
201802,"[ 5.36326194e-04 -5.72636744e-05  3.07833786e-04  2.34951750e-04
  3.43128185e-04]",-0.15720325011431624,0.20878393579391785
201803,"[-8.59890061e-05  5.67913343e-04  5.42805444e-05  3.15270308e-04
  2.32869367e-04]",0.09620800806703043,0.003408949460028456
201804,"[ 3.11560407e-05  1.75652265e-04 -5.80637624e-04 -3.40717362e-05
 -3.48836547e-04]",-0.301457652386604,0.17850508012895938
201805,"[-3.77199929e-05  5.85857782e-05 -8.88520318e-05  6.13364711e-04
  6.19610343e-05]",0.5986068324035618,0.08744288329367314
201806,"[-1.38519403e-04 -4.84941439e-05 -1.39803102e-04  5.91129499e-05
  6.60189383e-04]",2.145164890828634,0.04199432837310521
201807,"[ 6.61817077e-04  4.31938278e-05  1.54847777e-04 -1.22232523e-04
  1.32104910e-04]",0.7892418705863803,0.269390385144557
201808,"[ 4.68666059e-04  4.35215163e-04  4.38960243e-05 -1.53094166e-04
 -1.47270265e-04]",0.4657452716509491,0.21136916717090623
201809,"[ 7.15219631e-04  2.78236386e-04 -1.97337584e-04  8.95550650e-05
 -2.02982936e-04]",-0.14257171587459125,0.2825896113669215
201810,[ 0.00119114  0.00038005  0.00022598  0.0002926  -0.00020063],3.038396273476552,0.3533900210817038
201811,[ 0.00138293 -0.00035264 -0.000313   -0.0002084  -0.00017315],1.8669821141467042,0.5260472160449687
201812,[ 0.00069991 -0.00112031  0.00030106  0.00035971 -0.00017979],-2.4544964504869293,0.4398771380205871
201901,[ 0.00080273  0.00013167 -0.00111336 -0.00033601 -0.00031794],0.2363307775691334,0.3731262322504496
201902,[ 0.00068624 -0.00039863  0.00016701  0.00109393 -0.00033245],0.12997046893255643,0.3198897835816123
201903,"[ 6.65909622e-04  8.62610828e-05  2.40495001e-04 -1.40159767e-04
 -1.15400589e-03]",1.7379708560425962,0.4136062935922971
201904,"[ 1.05184161e-03  1.09899996e-04 -5.16777744e-05 -2.52360744e-04
  4.55550140e-05]",0.3151464928274158,0.3655017257550799
201905,"[-8.84085053e-04 -6.45070161e-04  2.11717671e-04  4.24681003e-05
  2.63436628e-04]",3.2462081194242436,0.0016073543869330991
201906,"[ 7.27938170e-04  4.73497719e-04 -5.77993006e-04 -2.05402875e-04
 -1.95247015e-05]",2.657398183732103,0.2606177388178167
201907,[-0.00083482 -0.00043508 -0.00048192 -0.00056518 -0.00012863],0.4712928782493372,0.07497810299847443
201908,[-0.00082139  0.00047969 -0.00052742 -0.00033487  0.00051398],0.48678648536887326,-0.13082766355766257
201909,[ 0.00066118 -0.00078753  0.00012671  0.00055523  0.00012497],1.9046760443275716,0.34372528007877656
201910,[ 0.00099567  0.00014743 -0.00068968 -0.00010644  0.00038861],1.4550159187446718,0.3108897274426537
201911,"[-8.14099551e-04 -4.79216163e-04  1.87051079e-04  6.69327885e-04
 -9.71442621e-05]",-0.7081080490362851,0.002149800215679834
201912,[-0.00061722 -0.00064103  0.00029878  0.00029808 -0.00059235],-0.7638369510321483,0.142615782289636
202001,[-0.00082494 -0.00038918  0.00059639  0.00035414 -0.0002525 ],-0.4131758565625655,0.01660609195779658
202002,[-0.00098852  0.00025641 -0.00056118  0.0003245   0.00019976],0.8214649702120657,-0.13670091293811454
202003,[-0.00077291  0.00054369 -0.0001865   0.00057717 -0.00019396],-0.9373541169866308,-0.1028278956289213
202004,[ 0.00098097 -0.00033498  0.00059855 -0.00026878  0.00049581],0.1617899456871795,0.3473689296938455
202005,[ 0.00141579 -0.00020419 -0.00066268 -0.00039238 -0.00014389],-2.1338808045263224,0.5259269504890774
202006,"[-1.18661479e-03 -7.31150651e-04  9.97106066e-05  6.66992637e-04
  3.78718955e-04]",0.2732649606079034,-0.09853480076415344
202007,[-0.00118593 -0.00074299 -0.00066268  0.00018939 -0.00054335],1.1687375414075605,0.049434280819590296
202008,[-0.00123498  0.00034625 -0.00063104  0.00056394  0.00016607],-0.051438970370966786,-0.21018784710123903
202009,[0.00063814 0.00101499 0.00046528 0.00064405 0.00053502],0.4196101332242132,0.04020844831785603
202010,"[ 1.10515511e-03  7.84605171e-05 -8.44255635e-04  5.12515868e-04
  4.95434597e-04]",-0.5249420961826892,0.2995362414798577
202011,"[ 1.25820853e-03  4.38885464e-05 -1.98237740e-04 -6.15948862e-04
 -4.18740861e-04]",-0.24564914907236512,0.4954804810279208
